Year,Units,Geography,Fuel type,Demand characteristics,Value
2019,Terajoules,Newfoundland and Labrador,Hydroelectricity,Commercial and other institutional,8329
2015,Terajoules,Newfoundland and Labrador,Coke,Energy use - final demand,
2016,Terajoules,Newfoundland and Labrador,Coke,Energy use - final demand,
2017,Terajoules,Newfoundland and Labrador,Coke,Energy use - final demand,
2018,Terajoules,Newfoundland and Labrador,Coke,Energy use - final demand,0
2019,Terajoules,Newfoundland and Labrador,Coke,Energy use - final demand,0
2015,Terajoules,Newfoundland and Labrador,Coke,Total industrial,
2016,Terajoules,Newfoundland and Labrador,Coke,Total industrial,
2017,Terajoules,Newfoundland and Labrador,Coke,Total industrial,
2018,Terajoules,Newfoundland and Labrador,Coke,Total industrial,0
2019,Terajoules,Newfoundland and Labrador,Coke,Total industrial,0
2015,Terajoules,Newfoundland and Labrador,Total refined petroleum products,Energy use - final demand,83673
2016,Terajoules,Newfoundland and Labrador,Total refined petroleum products,Energy use - final demand,88079
2017,Terajoules,Newfoundland and Labrador,Total refined petroleum products,Energy use - final demand,85857
2018,Terajoules,Newfoundland and Labrador,Total refined petroleum products,Energy use - final demand,84822
2019,Terajoules,Newfoundland and Labrador,Total refined petroleum products,Energy use - final demand,84192
2015,Terajoules,Newfoundland and Labrador,Total refined petroleum products,Total industrial,13672
2016,Terajoules,Newfoundland and Labrador,Total refined petroleum products,Total industrial,15563
2017,Terajoules,Newfoundland and Labrador,Total refined petroleum products,Total industrial,14500
2018,Terajoules,Newfoundland and Labrador,Total refined petroleum products,Total industrial,13640
2019,Terajoules,Newfoundland and Labrador,Total refined petroleum products,Total industrial,13842
2015,Terajoules,Newfoundland and Labrador,Total refined petroleum products,Total transportation,52459
2016,Terajoules,Newfoundland and Labrador,Total refined petroleum products,Total transportation,53205
2017,Terajoules,Newfoundland and Labrador,Total refined petroleum products,Total transportation,53727
2018,Terajoules,Newfoundland and Labrador,Total refined petroleum products,Total transportation,53253
2019,Terajoules,Newfoundland and Labrador,Total refined petroleum products,Total transportation,52360
2015,Terajoules,Newfoundland and Labrador,Total refined petroleum products,Agriculture,237
2016,Terajoules,Newfoundland and Labrador,Total refined petroleum products,Agriculture,239
2017,Terajoules,Newfoundland and Labrador,Total refined petroleum products,Agriculture,182
2018,Terajoules,Newfoundland and Labrador,Total refined petroleum products,Agriculture,176
2019,Terajoules,Newfoundland and Labrador,Total refined petroleum products,Agriculture,271
2015,Terajoules,Newfoundland and Labrador,Total refined petroleum products,Residential,3574
2016,Terajoules,Newfoundland and Labrador,Total refined petroleum products,Residential,4151
2017,Terajoules,Newfoundland and Labrador,Total refined petroleum products,Residential,5319
2018,Terajoules,Newfoundland and Labrador,Total refined petroleum products,Residential,5063
2019,Terajoules,Newfoundland and Labrador,Total refined petroleum products,Residential,4799
2015,Terajoules,Newfoundland and Labrador,Total refined petroleum products,Public administration,4187
2016,Terajoules,Newfoundland and Labrador,Total refined petroleum products,Public administration,3551
2017,Terajoules,Newfoundland and Labrador,Total refined petroleum products,Public administration,3374
2018,Terajoules,Newfoundland and Labrador,Total refined petroleum products,Public administration,2797
2019,Terajoules,Newfoundland and Labrador,Total refined petroleum products,Public administration,2584
2015,Terajoules,Newfoundland and Labrador,Total refined petroleum products,Commercial and other institutional,9544
2016,Terajoules,Newfoundland and Labrador,Total refined petroleum products,Commercial and other institutional,11371
2017,Terajoules,Newfoundland and Labrador,Total refined petroleum products,Commercial and other institutional,8755
2018,Terajoules,Newfoundland and Labrador,Total refined petroleum products,Commercial and other institutional,9893
2019,Terajoules,Newfoundland and Labrador,Total refined petroleum products,Commercial and other institutional,10337
2015,Terajoules,Prince Edward Island,Total primary and secondary energy,Energy use - final demand,23029
2016,Terajoules,Prince Edward Island,Total primary and secondary energy,Energy use - final demand,23586
2017,Terajoules,Prince Edward Island,Total primary and secondary energy,Energy use - final demand,23792
2018,Terajoules,Prince Edward Island,Total primary and secondary energy,Energy use - final demand,23418
2019,Terajoules,Prince Edward Island,Total primary and secondary energy,Energy use - final demand,24178
2015,Terajoules,Prince Edward Island,Total primary and secondary energy,Total industrial,2577
2016,Terajoules,Prince Edward Island,Total primary and secondary energy,Total industrial,2527
2017,Terajoules,Prince Edward Island,Total primary and secondary energy,Total industrial,2709
2018,Terajoules,Prince Edward Island,Total primary and secondary energy,Total industrial,2292
2019,Terajoules,Prince Edward Island,Total primary and secondary energy,Total industrial,2803
2015,Terajoules,Prince Edward Island,Total primary and secondary energy,Total transportation,10844
2016,Terajoules,Prince Edward Island,Total primary and secondary energy,Total transportation,11657
2017,Terajoules,Prince Edward Island,Total primary and secondary energy,Total transportation,11535
2018,Terajoules,Prince Edward Island,Total primary and secondary energy,Total transportation,11428
2019,Terajoules,Prince Edward Island,Total primary and secondary energy,Total transportation,11428
2015,Terajoules,Prince Edward Island,Total primary and secondary energy,Agriculture,2180
2016,Terajoules,Prince Edward Island,Total primary and secondary energy,Agriculture,2286
2017,Terajoules,Prince Edward Island,Total primary and secondary energy,Agriculture,2280
2018,Terajoules,Prince Edward Island,Total primary and secondary energy,Agriculture,2426
2019,Terajoules,Prince Edward Island,Total primary and secondary energy,Agriculture,2515
2015,Terajoules,Prince Edward Island,Total primary and secondary energy,Residential,3662
2016,Terajoules,Prince Edward Island,Total primary and secondary energy,Residential,3673
2017,Terajoules,Prince Edward Island,Total primary and secondary energy,Residential,3742
2018,Terajoules,Prince Edward Island,Total primary and secondary energy,Residential,3625
2019,Terajoules,Prince Edward Island,Total primary and secondary energy,Residential,3788
2015,Terajoules,Prince Edward Island,Total primary and secondary energy,Public administration,459
2016,Terajoules,Prince Edward Island,Total primary and secondary energy,Public administration,538
2017,Terajoules,Prince Edward Island,Total primary and secondary energy,Public administration,494
2018,Terajoules,Prince Edward Island,Total primary and secondary energy,Public administration,537
2019,Terajoules,Prince Edward Island,Total primary and secondary energy,Public administration,551
2015,Terajoules,Prince Edward Island,Total primary and secondary energy,Commercial and other institutional,3320
2016,Terajoules,Prince Edward Island,Total primary and secondary energy,Commercial and other institutional,2904
2017,Terajoules,Prince Edward Island,Total primary and secondary energy,Commercial and other institutional,3029
2018,Terajoules,Prince Edward Island,Total primary and secondary energy,Commercial and other institutional,3108
2019,Terajoules,Prince Edward Island,Total primary and secondary energy,Commercial and other institutional,3090
2015,Terajoules,Prince Edward Island,Total coal,Energy use - final demand,0
2016,Terajoules,Prince Edward Island,Total coal,Energy use - final demand,0
2017,Terajoules,Prince Edward Island,Total coal,Energy use - final demand,0
2018,Terajoules,Prince Edward Island,Total coal,Energy use - final demand,0
2019,Terajoules,Prince Edward Island,Total coal,Energy use - final demand,0
2015,Terajoules,Prince Edward Island,Natural gas,Energy use - final demand,
2016,Terajoules,Prince Edward Island,Natural gas,Energy use - final demand,
2017,Terajoules,Prince Edward Island,Natural gas,Energy use - final demand,
2018,Terajoules,Prince Edward Island,Natural gas,Energy use - final demand,772
2019,Terajoules,Prince Edward Island,Natural gas,Energy use - final demand,1074
2015,Terajoules,Prince Edward Island,Natural gas,Total industrial,
2016,Terajoules,Prince Edward Island,Natural gas,Total industrial,
2017,Terajoules,Prince Edward Island,Natural gas,Total industrial,
2018,Terajoules,Prince Edward Island,Natural gas,Total industrial,772
2019,Terajoules,Prince Edward Island,Natural gas,Total industrial,1074
2015,Terajoules,Prince Edward Island,Gas plant natural gas liquids (NGL's),Energy use - final demand,
2016,Terajoules,Prince Edward Island,Gas plant natural gas liquids (NGL's),Energy use - final demand,
2017,Terajoules,Prince Edward Island,Gas plant natural gas liquids (NGL's),Energy use - final demand,
2018,Terajoules,Prince Edward Island,Gas plant natural gas liquids (NGL's),Energy use - final demand,249
2019,Terajoules,Prince Edward Island,Gas plant natural gas liquids (NGL's),Energy use - final demand,306
2015,Terajoules,Prince Edward Island,Gas plant natural gas liquids (NGL's),Total industrial,26
2016,Terajoules,Prince Edward Island,Gas plant natural gas liquids (NGL's),Total industrial,48
2017,Terajoules,Prince Edward Island,Gas plant natural gas liquids (NGL's),Total industrial,45
2018,Terajoules,Prince Edward Island,Gas plant natural gas liquids (NGL's),Total industrial,44
2019,Terajoules,Prince Edward Island,Gas plant natural gas liquids (NGL's),Total industrial,42
2015,Terajoules,Prince Edward Island,Gas plant natural gas liquids (NGL's),Total transportation,
2016,Terajoules,Prince Edward Island,Gas plant natural gas liquids (NGL's),Total transportation,
2017,Terajoules,Prince Edward Island,Gas plant natural gas liquids (NGL's),Total transportation,0
2018,Terajoules,Prince Edward Island,Gas plant natural gas liquids (NGL's),Total transportation,0
2019,Terajoules,Prince Edward Island,Gas plant natural gas liquids (NGL's),Total transportation,0
2015,Terajoules,Prince Edward Island,Gas plant natural gas liquids (NGL's),Agriculture,7
2016,Terajoules,Prince Edward Island,Gas plant natural gas liquids (NGL's),Agriculture,6
2017,Terajoules,Prince Edward Island,Gas plant natural gas liquids (NGL's),Agriculture,6
2018,Terajoules,Prince Edward Island,Gas plant natural gas liquids (NGL's),Agriculture,8
2019,Terajoules,Prince Edward Island,Gas plant natural gas liquids (NGL's),Agriculture,11
2015,Terajoules,Prince Edward Island,Gas plant natural gas liquids (NGL's),Residential,70
2016,Terajoules,Prince Edward Island,Gas plant natural gas liquids (NGL's),Residential,56
2017,Terajoules,Prince Edward Island,Gas plant natural gas liquids (NGL's),Residential,60
2018,Terajoules,Prince Edward Island,Gas plant natural gas liquids (NGL's),Residential,76
2019,Terajoules,Prince Edward Island,Gas plant natural gas liquids (NGL's),Residential,98
2015,Terajoules,Prince Edward Island,Gas plant natural gas liquids (NGL's),Public administration,
2016,Terajoules,Prince Edward Island,Gas plant natural gas liquids (NGL's),Public administration,
2015,Terajoules,Prince Edward Island,Gas plant natural gas liquids (NGL's),Commercial and other institutional,109
2016,Terajoules,Prince Edward Island,Gas plant natural gas liquids (NGL's),Commercial and other institutional,85
2017,Terajoules,Prince Edward Island,Gas plant natural gas liquids (NGL's),Commercial and other institutional,94
2018,Terajoules,Prince Edward Island,Gas plant natural gas liquids (NGL's),Commercial and other institutional,119
2019,Terajoules,Prince Edward Island,Gas plant natural gas liquids (NGL's),Commercial and other institutional,153
2015,Terajoules,Prince Edward Island,Hydroelectricity,Energy use - final demand,5701
2016,Terajoules,Prince Edward Island,Hydroelectricity,Energy use - final demand,5544
2017,Terajoules,Prince Edward Island,Hydroelectricity,Energy use - final demand,5601
2018,Terajoules,Prince Edward Island,Hydroelectricity,Energy use - final demand,5746
2019,Terajoules,Prince Edward Island,Hydroelectricity,Energy use - final demand,5998
2015,Terajoules,Prince Edward Island,Hydroelectricity,Total industrial,
2016,Terajoules,Prince Edward Island,Hydroelectricity,Total industrial,
2017,Terajoules,Prince Edward Island,Hydroelectricity,Total industrial,819
2018,Terajoules,Prince Edward Island,Hydroelectricity,Total industrial,769
2019,Terajoules,Prince Edward Island,Hydroelectricity,Total industrial,931
2015,Terajoules,Prince Edward Island,Hydroelectricity,Agriculture,1342
2016,Terajoules,Prince Edward Island,Hydroelectricity,Agriculture,1329
2017,Terajoules,Prince Edward Island,Hydroelectricity,Agriculture,1352
2018,Terajoules,Prince Edward Island,Hydroelectricity,Agriculture,1431
2019,Terajoules,Prince Edward Island,Hydroelectricity,Agriculture,1499
2015,Terajoules,Prince Edward Island,Hydroelectricity,Residential,816
2016,Terajoules,Prince Edward Island,Hydroelectricity,Residential,807
2017,Terajoules,Prince Edward Island,Hydroelectricity,Residential,830
2018,Terajoules,Prince Edward Island,Hydroelectricity,Residential,890
2019,Terajoules,Prince Edward Island,Hydroelectricity,Residential,915
2015,Terajoules,Prince Edward Island,Hydroelectricity,Public administration,
2016,Terajoules,Prince Edward Island,Hydroelectricity,Public administration,
2017,Terajoules,Prince Edward Island,Hydroelectricity,Public administration,25
2018,Terajoules,Prince Edward Island,Hydroelectricity,Public administration,25
2019,Terajoules,Prince Edward Island,Hydroelectricity,Public administration,24
2015,Terajoules,Prince Edward Island,Hydroelectricity,Commercial and other institutional,2535
2016,Terajoules,Prince Edward Island,Hydroelectricity,Commercial and other institutional,2548
