Year,Units,Geography,data.Core public infrastructure assets,data.Type of municipality by population size,Value
2016,Number,data.New Brunswick ,data.Social and affordable housing,"data.Rural municipalities, population 1 to 4,999",0.0
2016,Number,data.New Brunswick ,data.Social and affordable housing,"data.Rural municipalities, population 5,000 or more",0.0
2016,Number,data.New Brunswick ,data.Solid waste,data.All municipalities,1.0
2016,Number,data.New Brunswick ,data.Solid waste,data.All urban municipalities,0.0
2016,Number,data.New Brunswick ,data.Solid waste,"data.Urban municipalities, population 1 to 4,999",0.0
2016,Number,data.New Brunswick ,data.Solid waste,"data.Urban municipalities, population 5,000 to 29,999",0.0
2016,Number,data.New Brunswick ,data.Solid waste,"data.Urban municipalities, population 30,000 or more",0.0
2016,Number,data.New Brunswick ,data.Solid waste,data.All rural municipalities,1.0
2016,Number,data.New Brunswick ,data.Solid waste,"data.Rural municipalities, population 1 to 4,999",1.0
2016,Number,data.New Brunswick ,data.Solid waste,"data.Rural municipalities, population 5,000 or more",0.0
2016,Number,data.New Brunswick ,data.Stormwater,data.All municipalities,36.0
2016,Number,data.New Brunswick ,data.Stormwater,data.All urban municipalities,15.0
2016,Number,data.New Brunswick ,data.Stormwater,"data.Urban municipalities, population 1 to 4,999",8.0
2016,Number,data.New Brunswick ,data.Stormwater,"data.Urban municipalities, population 5,000 to 29,999",6.0
2016,Number,data.New Brunswick ,data.Stormwater,"data.Urban municipalities, population 30,000 or more",2.0
2016,Number,data.New Brunswick ,data.Stormwater,data.All rural municipalities,21.0
2016,Number,data.New Brunswick ,data.Stormwater,"data.Rural municipalities, population 1 to 4,999",19.0
2016,Number,data.New Brunswick ,data.Stormwater,"data.Rural municipalities, population 5,000 or more",3.0
2016,Number,data.New Brunswick ,data.Wastewater,data.All municipalities,27.0
2016,Number,data.New Brunswick ,data.Wastewater,data.All urban municipalities,13.0
2016,Number,data.New Brunswick ,data.Wastewater,"data.Urban municipalities, population 1 to 4,999",7.0
2016,Number,data.New Brunswick ,data.Wastewater,"data.Urban municipalities, population 5,000 to 29,999",6.0
2016,Number,data.New Brunswick ,data.Wastewater,"data.Urban municipalities, population 30,000 or more",0.0
2016,Number,data.New Brunswick ,data.Wastewater,data.All rural municipalities,15.0
2016,Number,data.New Brunswick ,data.Wastewater,"data.Rural municipalities, population 1 to 4,999",15.0
2016,Number,data.New Brunswick ,data.Wastewater,"data.Rural municipalities, population 5,000 or more",0.0
2016,Number,data.Newfoundland and Labrador ,data.Bridges and tunnels,data.All municipalities,18.0
2016,Number,data.Newfoundland and Labrador ,data.Bridges and tunnels,data.All urban municipalities,8.0
2016,Number,data.Newfoundland and Labrador ,data.Bridges and tunnels,"data.Urban municipalities, population 1 to 4,999",5.0
2016,Number,data.Newfoundland and Labrador ,data.Bridges and tunnels,"data.Urban municipalities, population 5,000 to 29,999",2.0
2016,Number,data.Newfoundland and Labrador ,data.Bridges and tunnels,"data.Urban municipalities, population 30,000 or more",1.0
2016,Number,data.Newfoundland and Labrador ,data.Bridges and tunnels,data.All rural municipalities,10.0
2016,Number,data.Newfoundland and Labrador ,data.Bridges and tunnels,"data.Rural municipalities, population 1 to 4,999",8.0
2016,Number,data.Newfoundland and Labrador ,data.Bridges and tunnels,"data.Rural municipalities, population 5,000 or more",2.0
2016,Number,data.Newfoundland and Labrador ,"data.Culture, recreation and sports facilities",data.All municipalities,21.0
2016,Number,data.Newfoundland and Labrador ,"data.Culture, recreation and sports facilities",data.All urban municipalities,7.0
2016,Number,data.Newfoundland and Labrador ,"data.Culture, recreation and sports facilities","data.Urban municipalities, population 1 to 4,999",2.0
2016,Number,data.Newfoundland and Labrador ,"data.Culture, recreation and sports facilities","data.Urban municipalities, population 5,000 to 29,999",4.0
2016,Number,data.Newfoundland and Labrador ,"data.Culture, recreation and sports facilities","data.Urban municipalities, population 30,000 or more",1.0
2016,Number,data.Newfoundland and Labrador ,"data.Culture, recreation and sports facilities",data.All rural municipalities,14.0
2016,Number,data.Newfoundland and Labrador ,"data.Culture, recreation and sports facilities","data.Rural municipalities, population 1 to 4,999",11.0
2016,Number,data.Newfoundland and Labrador ,"data.Culture, recreation and sports facilities","data.Rural municipalities, population 5,000 or more",3.0
2016,Number,data.Newfoundland and Labrador ,data.Potable water,data.All municipalities,22.0
2016,Number,data.Newfoundland and Labrador ,data.Potable water,data.All urban municipalities,6.0
2016,Number,data.Newfoundland and Labrador ,data.Potable water,"data.Urban municipalities, population 1 to 4,999",3.0
2016,Number,data.Newfoundland and Labrador ,data.Potable water,"data.Urban municipalities, population 5,000 to 29,999",2.0
2016,Number,data.Newfoundland and Labrador ,data.Potable water,"data.Urban municipalities, population 30,000 or more",1.0
2016,Number,data.Newfoundland and Labrador ,data.Potable water,data.All rural municipalities,16.0
2016,Number,data.Newfoundland and Labrador ,data.Potable water,"data.Rural municipalities, population 1 to 4,999",11.0
2016,Number,data.Newfoundland and Labrador ,data.Potable water,"data.Rural municipalities, population 5,000 or more",5.0
2016,Number,data.Newfoundland and Labrador ,Public transit,data.All municipalities,1.0
2016,Number,data.Newfoundland and Labrador ,Public transit,data.All urban municipalities,1.0
2016,Number,data.Newfoundland and Labrador ,Public transit,"data.Urban municipalities, population 1 to 4,999",0.0
2016,Number,data.Newfoundland and Labrador ,Public transit,"data.Urban municipalities, population 5,000 to 29,999",0.0
2016,Number,data.Newfoundland and Labrador ,Public transit,"data.Urban municipalities, population 30,000 or more",1.0
2016,Number,data.Newfoundland and Labrador ,Public transit,data.All rural municipalities,0.0
2016,Number,data.Newfoundland and Labrador ,Public transit,"data.Rural municipalities, population 1 to 4,999",0.0
2016,Number,data.Newfoundland and Labrador ,Public transit,"data.Rural municipalities, population 5,000 or more",0.0
2016,Number,data.Newfoundland and Labrador ,data.Roads,data.All municipalities,53.0
2016,Number,data.Newfoundland and Labrador ,data.Roads,data.All urban municipalities,25.0
2016,Number,data.Newfoundland and Labrador ,data.Roads,"data.Urban municipalities, population 1 to 4,999",18.0
2016,Number,data.Newfoundland and Labrador ,data.Roads,"data.Urban municipalities, population 5,000 to 29,999",6.0
2016,Number,data.Newfoundland and Labrador ,data.Roads,"data.Urban municipalities, population 30,000 or more",1.0
2016,Number,data.Newfoundland and Labrador ,data.Roads,data.All rural municipalities,28.0
2016,Number,data.Newfoundland and Labrador ,data.Roads,"data.Rural municipalities, population 1 to 4,999",24.0
2016,Number,data.Newfoundland and Labrador ,data.Roads,"data.Rural municipalities, population 5,000 or more",4.0
2016,Number,data.Newfoundland and Labrador ,data.Social and affordable housing,data.All municipalities,0.0
2016,Number,data.Newfoundland and Labrador ,data.Social and affordable housing,data.All urban municipalities,0.0
2016,Number,data.Newfoundland and Labrador ,data.Social and affordable housing,"data.Urban municipalities, population 1 to 4,999",0.0
2016,Number,data.Newfoundland and Labrador ,data.Social and affordable housing,"data.Urban municipalities, population 5,000 to 29,999",0.0
2016,Number,data.Newfoundland and Labrador ,data.Social and affordable housing,"data.Urban municipalities, population 30,000 or more",0.0
2016,Number,data.Newfoundland and Labrador ,data.Social and affordable housing,data.All rural municipalities,0.0
2016,Number,data.Newfoundland and Labrador ,data.Social and affordable housing,"data.Rural municipalities, population 1 to 4,999",0.0
2016,Number,data.Newfoundland and Labrador ,data.Social and affordable housing,"data.Rural municipalities, population 5,000 or more",0.0
2016,Number,data.Newfoundland and Labrador ,data.Solid waste,data.All municipalities,7.0
2016,Number,data.Newfoundland and Labrador ,data.Solid waste,data.All urban municipalities,4.0
2016,Number,data.Newfoundland and Labrador ,data.Solid waste,"data.Urban municipalities, population 1 to 4,999",2.0
2016,Number,data.Newfoundland and Labrador ,data.Solid waste,"data.Urban municipalities, population 5,000 to 29,999",1.0
2016,Number,data.Newfoundland and Labrador ,data.Solid waste,"data.Urban municipalities, population 30,000 or more",1.0
2016,Number,data.Newfoundland and Labrador ,data.Solid waste,data.All rural municipalities,0.0
2016,Number,data.Newfoundland and Labrador ,data.Solid waste,"data.Rural municipalities, population 1 to 4,999",0.0
2016,Number,data.Newfoundland and Labrador ,data.Solid waste,"data.Rural municipalities, population 5,000 or more",0.0
2016,Number,data.Newfoundland and Labrador ,data.Stormwater,data.All municipalities,40.0
2016,Number,data.Newfoundland and Labrador ,data.Stormwater,data.All urban municipalities,16.0
2016,Number,data.Newfoundland and Labrador ,data.Stormwater,"data.Urban municipalities, population 1 to 4,999",9.0
2016,Number,data.Newfoundland and Labrador ,data.Stormwater,"data.Urban municipalities, population 5,000 to 29,999",6.0
2016,Number,data.Newfoundland and Labrador ,data.Stormwater,"data.Urban municipalities, population 30,000 or more",1.0
2016,Number,data.Newfoundland and Labrador ,data.Stormwater,data.All rural municipalities,24.0
2016,Number,data.Newfoundland and Labrador ,data.Stormwater,"data.Rural municipalities, population 1 to 4,999",19.0
2016,Number,data.Newfoundland and Labrador ,data.Stormwater,"data.Rural municipalities, population 5,000 or more",5.0
2016,Number,data.Newfoundland and Labrador ,data.Wastewater,data.All municipalities,26.0
2016,Number,data.Newfoundland and Labrador ,data.Wastewater,data.All urban municipalities,8.0
2016,Number,data.Newfoundland and Labrador ,data.Wastewater,"data.Urban municipalities, population 1 to 4,999",5.0
2016,Number,data.Newfoundland and Labrador ,data.Wastewater,"data.Urban municipalities, population 5,000 to 29,999",2.0
2016,Number,data.Newfoundland and Labrador ,data.Wastewater,"data.Urban municipalities, population 30,000 or more",1.0
2016,Number,data.Newfoundland and Labrador ,data.Wastewater,data.All rural municipalities,18.0
2016,Number,data.Newfoundland and Labrador ,data.Wastewater,"data.Rural municipalities, population 1 to 4,999",14.0
2016,Number,data.Newfoundland and Labrador ,data.Wastewater,"data.Rural municipalities, population 5,000 or more",4.0
2016,Number,Northwest Territories,data.Bridges and tunnels,data.All municipalities,1.0
2016,Number,Northwest Territories,data.Bridges and tunnels,data.All urban municipalities,0.0
2016,Number,Northwest Territories,data.Bridges and tunnels,"data.Urban municipalities, population 1 to 4,999",0.0
2016,Number,Northwest Territories,data.Bridges and tunnels,"data.Urban municipalities, population 5,000 to 29,999",0.0
2016,Number,Northwest Territories,data.Bridges and tunnels,"data.Urban municipalities, population 30,000 or more",0.0
2016,Number,Northwest Territories,data.Bridges and tunnels,data.All rural municipalities,1.0
2016,Number,Northwest Territories,data.Bridges and tunnels,"data.Rural municipalities, population 1 to 4,999",1.0
2016,Number,Northwest Territories,data.Bridges and tunnels,"data.Rural municipalities, population 5,000 or more",0.0
2016,Number,Northwest Territories,"data.Culture, recreation and sports facilities",data.All municipalities,1.0
2016,Number,Northwest Territories,"data.Culture, recreation and sports facilities",data.All urban municipalities,0.0
2016,Number,Northwest Territories,"data.Culture, recreation and sports facilities","data.Urban municipalities, population 1 to 4,999",0.0
2016,Number,Northwest Territories,"data.Culture, recreation and sports facilities","data.Urban municipalities, population 5,000 to 29,999",0.0
2016,Number,Northwest Territories,"data.Culture, recreation and sports facilities","data.Urban municipalities, population 30,000 or more",0.0
2016,Number,Northwest Territories,"data.Culture, recreation and sports facilities",data.All rural municipalities,1.0
2016,Number,Northwest Territories,"data.Culture, recreation and sports facilities","data.Rural municipalities, population 1 to 4,999",1.0
2016,Number,Northwest Territories,"data.Culture, recreation and sports facilities","data.Rural municipalities, population 5,000 or more",0.0
2016,Number,Northwest Territories,data.Potable water,data.All municipalities,1.0
2016,Number,Northwest Territories,data.Potable water,data.All urban municipalities,0.0
2016,Number,Northwest Territories,data.Potable water,"data.Urban municipalities, population 1 to 4,999",0.0
2016,Number,Northwest Territories,data.Potable water,"data.Urban municipalities, population 5,000 to 29,999",0.0
2016,Number,Northwest Territories,data.Potable water,"data.Urban municipalities, population 30,000 or more",0.0
