"Year","Geography","Education attainment level","Gender","Population characteristics","Age group","GeoCode","Value"
"2010","New Brunswick","Short-cycle tertiary","Men+","Total population","55 to 64 years",13,17
"2010","New Brunswick","Short-cycle tertiary","Women+","Total population","55 to 64 years",13,25
"2010","New Brunswick","Bachelor's level","Total - Gender","Total population","Total, 25 to 64 years",13,14
"2010","New Brunswick","Bachelor's level","Men+","Total population","Total, 25 to 64 years",13,12
"2010","New Brunswick","Bachelor's level","Women+","Total population","Total, 25 to 64 years",13,16
"2010","New Brunswick","Bachelor's level","Total - Gender","Total population","25 to 34 years",13,22
"2010","New Brunswick","Bachelor's level","Men+","Total population","25 to 34 years",13,15
"2010","New Brunswick","Bachelor's level","Women+","Total population","25 to 34 years",13,29
"2010","New Brunswick","Bachelor's level","Total - Gender","Total population","30 to 34 years",13,18
"2010","New Brunswick","Bachelor's level","Men+","Total population","30 to 34 years",13,12
"2010","New Brunswick","Bachelor's level","Women+","Total population","30 to 34 years",13,23
"2010","New Brunswick","Bachelor's level","Total - Gender","Total population","35 to 44 years",13,16
"2010","New Brunswick","Bachelor's level","Men+","Total population","35 to 44 years",13,14
"2010","New Brunswick","Bachelor's level","Women+","Total population","35 to 44 years",13,19
"2010","New Brunswick","Bachelor's level","Total - Gender","Total population","45 to 54 years",13,10
"2010","New Brunswick","Bachelor's level","Men+","Total population","45 to 54 years",13,9
"2010","New Brunswick","Bachelor's level","Women+","Total population","45 to 54 years",13,11
"2010","New Brunswick","Bachelor's level","Total - Gender","Total population","55 to 64 years",13,10
"2010","New Brunswick","Bachelor's level","Men+","Total population","55 to 64 years",13,10
"2010","New Brunswick","Bachelor's level","Women+","Total population","55 to 64 years",13,10
"2010","New Brunswick","Master's or Doctoral level","Total - Gender","Total population","Total, 25 to 64 years",13,5
"2010","New Brunswick","Master's or Doctoral level","Men+","Total population","Total, 25 to 64 years",13,5
"2010","New Brunswick","Master's or Doctoral level","Women+","Total population","Total, 25 to 64 years",13,4
"2010","New Brunswick","Master's or Doctoral level","Total - Gender","Total population","25 to 34 years",13,4
"2010","New Brunswick","Master's or Doctoral level","Men+","Total population","25 to 34 years",13,5
"2010","New Brunswick","Master's or Doctoral level","Women+","Total population","25 to 34 years",13,4
"2010","New Brunswick","Master's or Doctoral level","Total - Gender","Total population","30 to 34 years",13,6
"2010","New Brunswick","Master's or Doctoral level","Men+","Total population","30 to 34 years",13,5
"2010","New Brunswick","Master's or Doctoral level","Women+","Total population","30 to 34 years",13,6
"2010","New Brunswick","Master's or Doctoral level","Total - Gender","Total population","35 to 44 years",13,5
"2010","New Brunswick","Master's or Doctoral level","Men+","Total population","35 to 44 years",13,5
"2010","New Brunswick","Master's or Doctoral level","Women+","Total population","35 to 44 years",13,5
"2010","New Brunswick","Master's or Doctoral level","Total - Gender","Total population","45 to 54 years",13,4
"2010","New Brunswick","Master's or Doctoral level","Men+","Total population","45 to 54 years",13,4
"2010","New Brunswick","Master's or Doctoral level","Women+","Total population","45 to 54 years",13,4
"2010","New Brunswick","Master's or Doctoral level","Total - Gender","Total population","55 to 64 years",13,6
"2010","New Brunswick","Master's or Doctoral level","Men+","Total population","55 to 64 years",13,7
"2010","New Brunswick","Master's or Doctoral level","Women+","Total population","55 to 64 years",13,5
"2010","Quebec","Tertiary education","Total - Gender","Total population","Total, 25 to 64 years",24,47
"2010","Quebec","Tertiary education","Men+","Total population","Total, 25 to 64 years",24,44
"2010","Quebec","Tertiary education","Women+","Total population","Total, 25 to 64 years",24,51
"2010","Quebec","Tertiary education","Total - Gender","Total population","25 to 34 years",24,55
"2010","Quebec","Tertiary education","Men+","Total population","25 to 34 years",24,48
"2010","Quebec","Tertiary education","Women+","Total population","25 to 34 years",24,63
"2010","Quebec","Tertiary education","Total - Gender","Total population","30 to 34 years",24,55
"2010","Quebec","Tertiary education","Men+","Total population","30 to 34 years",24,48
"2010","Quebec","Tertiary education","Women+","Total population","30 to 34 years",24,63
"2010","Quebec","Tertiary education","Total - Gender","Total population","35 to 44 years",24,56
"2010","Quebec","Tertiary education","Men+","Total population","35 to 44 years",24,51
"2010","Quebec","Tertiary education","Women+","Total population","35 to 44 years",24,62
"2010","Quebec","Tertiary education","Total - Gender","Total population","45 to 54 years",24,43
"2010","Quebec","Tertiary education","Men+","Total population","45 to 54 years",24,42
"2010","Quebec","Tertiary education","Women+","Total population","45 to 54 years",24,45
"2010","Quebec","Tertiary education","Total - Gender","Total population","55 to 64 years",24,35
"2010","Quebec","Tertiary education","Men+","Total population","55 to 64 years",24,36
"2010","Quebec","Tertiary education","Women+","Total population","55 to 64 years",24,33
"2010","Quebec","Short-cycle tertiary","Total - Gender","Total population","Total, 25 to 64 years",24,24
"2010","Quebec","Short-cycle tertiary","Men+","Total population","Total, 25 to 64 years",24,22
"2010","Quebec","Short-cycle tertiary","Women+","Total population","Total, 25 to 64 years",24,26
"2010","Quebec","Short-cycle tertiary","Total - Gender","Total population","25 to 34 years",24,26
"2010","Quebec","Short-cycle tertiary","Men+","Total population","25 to 34 years",24,23
"2010","Quebec","Short-cycle tertiary","Women+","Total population","25 to 34 years",24,29
"2010","Quebec","Short-cycle tertiary","Total - Gender","Total population","30 to 34 years",24,26
"2010","Quebec","Short-cycle tertiary","Men+","Total population","30 to 34 years",24,22
"2010","Quebec","Short-cycle tertiary","Women+","Total population","30 to 34 years",24,30
"2010","Quebec","Short-cycle tertiary","Total - Gender","Total population","35 to 44 years",24,26
"2010","Quebec","Short-cycle tertiary","Men+","Total population","35 to 44 years",24,24
"2010","Quebec","Short-cycle tertiary","Women+","Total population","35 to 44 years",24,29
"2010","Quebec","Short-cycle tertiary","Total - Gender","Total population","45 to 54 years",24,24
"2010","Quebec","Short-cycle tertiary","Men+","Total population","45 to 54 years",24,22
"2010","Quebec","Short-cycle tertiary","Women+","Total population","45 to 54 years",24,26
"2010","Quebec","Short-cycle tertiary","Total - Gender","Total population","55 to 64 years",24,18
"2010","Quebec","Short-cycle tertiary","Men+","Total population","55 to 64 years",24,17
"2010","Quebec","Short-cycle tertiary","Women+","Total population","55 to 64 years",24,19
"2010","Quebec","Bachelor's level","Total - Gender","Total population","Total, 25 to 64 years",24,17
"2010","Quebec","Bachelor's level","Men+","Total population","Total, 25 to 64 years",24,15
"2010","Quebec","Bachelor's level","Women+","Total population","Total, 25 to 64 years",24,18
"2010","Quebec","Bachelor's level","Total - Gender","Total population","25 to 34 years",24,21
"2010","Quebec","Bachelor's level","Men+","Total population","25 to 34 years",24,17
"2010","Quebec","Bachelor's level","Women+","Total population","25 to 34 years",24,26
"2010","Quebec","Bachelor's level","Total - Gender","Total population","30 to 34 years",24,21
"2010","Quebec","Bachelor's level","Men+","Total population","30 to 34 years",24,17
"2010","Quebec","Bachelor's level","Women+","Total population","30 to 34 years",24,25
"2010","Quebec","Bachelor's level","Total - Gender","Total population","35 to 44 years",24,21
"2010","Quebec","Bachelor's level","Men+","Total population","35 to 44 years",24,19
"2010","Quebec","Bachelor's level","Women+","Total population","35 to 44 years",24,24
"2010","Quebec","Bachelor's level","Total - Gender","Total population","45 to 54 years",24,14
"2010","Quebec","Bachelor's level","Men+","Total population","45 to 54 years",24,14
"2010","Quebec","Bachelor's level","Women+","Total population","45 to 54 years",24,14
"2010","Quebec","Bachelor's level","Total - Gender","Total population","55 to 64 years",24,11
"2010","Quebec","Bachelor's level","Men+","Total population","55 to 64 years",24,12
"2010","Quebec","Bachelor's level","Women+","Total population","55 to 64 years",24,10
"2010","Quebec","Master's or Doctoral level","Total - Gender","Total population","Total, 25 to 64 years",24,7
"2010","Quebec","Master's or Doctoral level","Men+","Total population","Total, 25 to 64 years",24,7
"2010","Quebec","Master's or Doctoral level","Women+","Total population","Total, 25 to 64 years",24,7
"2010","Quebec","Master's or Doctoral level","Total - Gender","Total population","25 to 34 years",24,8
"2010","Quebec","Master's or Doctoral level","Men+","Total population","25 to 34 years",24,8
"2010","Quebec","Master's or Doctoral level","Women+","Total population","25 to 34 years",24,8
"2010","Quebec","Master's or Doctoral level","Total - Gender","Total population","30 to 34 years",24,9
"2010","Quebec","Master's or Doctoral level","Men+","Total population","30 to 34 years",24,10
"2010","Quebec","Master's or Doctoral level","Women+","Total population","30 to 34 years",24,7
"2010","Quebec","Master's or Doctoral level","Total - Gender","Total population","35 to 44 years",24,9
"2010","Quebec","Master's or Doctoral level","Men+","Total population","35 to 44 years",24,8
"2010","Quebec","Master's or Doctoral level","Women+","Total population","35 to 44 years",24,9
"2010","Quebec","Master's or Doctoral level","Total - Gender","Total population","45 to 54 years",24,6
"2010","Quebec","Master's or Doctoral level","Men+","Total population","45 to 54 years",24,6
"2010","Quebec","Master's or Doctoral level","Women+","Total population","45 to 54 years",24,6
"2010","Quebec","Master's or Doctoral level","Total - Gender","Total population","55 to 64 years",24,6
"2010","Quebec","Master's or Doctoral level","Men+","Total population","55 to 64 years",24,7
"2010","Quebec","Master's or Doctoral level","Women+","Total population","55 to 64 years",24,4
"2010","Ontario","Tertiary education","Total - Gender","Total population","Total, 25 to 64 years",35,57
"2010","Ontario","Tertiary education","Men+","Total population","Total, 25 to 64 years",35,52
"2010","Ontario","Tertiary education","Women+","Total population","Total, 25 to 64 years",35,61
"2010","Ontario","Tertiary education","Total - Gender","Total population","25 to 34 years",35,65
"2010","Ontario","Tertiary education","Men+","Total population","25 to 34 years",35,58
"2010","Ontario","Tertiary education","Women+","Total population","25 to 34 years",35,71
"2010","Ontario","Tertiary education","Total - Gender","Total population","30 to 34 years",35,66
"2010","Ontario","Tertiary education","Men+","Total population","30 to 34 years",35,61
"2010","Ontario","Tertiary education","Women+","Total population","30 to 34 years",35,71
"2010","Ontario","Tertiary education","Total - Gender","Total population","35 to 44 years",35,62
"2010","Ontario","Tertiary education","Men+","Total population","35 to 44 years",35,56
"2010","Ontario","Tertiary education","Women+","Total population","35 to 44 years",35,67
"2010","Ontario","Tertiary education","Total - Gender","Total population","45 to 54 years",35,52
"2010","Ontario","Tertiary education","Men+","Total population","45 to 54 years",35,49
"2010","Ontario","Tertiary education","Women+","Total population","45 to 54 years",35,56
