"Year","Units","Geography","Economic family type","GeoCode","Value"
"2015","2023 constant dollars","Edmonton, Alberta","Senior males not in an economic family",,
"2015","2023 constant dollars","Edmonton, Alberta","Senior females not in an economic family",,42600
"2015","2023 constant dollars","Edmonton, Alberta","Non-seniors not in an economic family",,52500
"2015","2023 constant dollars","Edmonton, Alberta","Non-senior males not in an economic family",,54100
"2015","2023 constant dollars","Edmonton, Alberta","Non-senior females not in an economic family",,47600
"2015","2023 constant dollars","Vancouver, British Columbia","Economic families and persons not in an economic family",,73600
"2015","2023 constant dollars","Vancouver, British Columbia","Economic families",,110700
"2015","2023 constant dollars","Vancouver, British Columbia","Senior families",,78500
"2015","2023 constant dollars","Vancouver, British Columbia","Senior couples",,79700
"2015","2023 constant dollars","Vancouver, British Columbia","Other senior families",,
"2015","2023 constant dollars","Vancouver, British Columbia","Non-senior families",,115700
"2015","2023 constant dollars","Vancouver, British Columbia","Couples",,111700
"2015","2023 constant dollars","Vancouver, British Columbia","Couples with children",,127100
"2015","2023 constant dollars","Vancouver, British Columbia","Couples with other relatives",,150400
"2015","2023 constant dollars","Vancouver, British Columbia","Lone-parent families",,79100
"2015","2023 constant dollars","Vancouver, British Columbia","Male lone-parent families",,
"2015","2023 constant dollars","Vancouver, British Columbia","Female lone-parent families",,65200
"2015","2023 constant dollars","Vancouver, British Columbia","Other non-senior families",,76100
"2015","2023 constant dollars","Vancouver, British Columbia","Persons not in an economic family",,30700
"2015","2023 constant dollars","Vancouver, British Columbia","Seniors not in an economic family",,29900
"2015","2023 constant dollars","Vancouver, British Columbia","Senior males not in an economic family",,25600
"2015","2023 constant dollars","Vancouver, British Columbia","Senior females not in an economic family",,30800
"2015","2023 constant dollars","Vancouver, British Columbia","Non-seniors not in an economic family",,31300
"2015","2023 constant dollars","Vancouver, British Columbia","Non-senior males not in an economic family",,32100
"2015","2023 constant dollars","Vancouver, British Columbia","Non-senior females not in an economic family",,31300
"2016","2023 constant dollars","Canada","Economic families",,96500
"2016","2023 constant dollars","Canada","Senior families",,71000
"2016","2023 constant dollars","Canada","Senior couples",,69700
"2016","2023 constant dollars","Canada","Other senior families",,77800
"2016","2023 constant dollars","Canada","Non-senior families",,104300
"2016","2023 constant dollars","Canada","Couples",,93300
"2016","2023 constant dollars","Canada","Couples with children",,115900
"2016","2023 constant dollars","Canada","Couples with other relatives",,142900
"2016","2023 constant dollars","Canada","Lone-parent families",,55300
"2016","2023 constant dollars","Canada","Male lone-parent families",,66900
"2016","2023 constant dollars","Canada","Female lone-parent families",,50700
"2016","2023 constant dollars","Canada","Other non-senior families",,86000
"2016","2023 constant dollars","Canada","Persons not in an economic family",,35400
"2016","2023 constant dollars","Canada","Seniors not in an economic family",,32200
"2016","2023 constant dollars","Canada","Senior males not in an economic family",,33600
"2016","2023 constant dollars","Canada","Senior females not in an economic family",,31700
"2016","2023 constant dollars","Canada","Non-seniors not in an economic family",,37100
"2016","2023 constant dollars","Canada","Non-senior males not in an economic family",,39400
"2016","2023 constant dollars","Canada","Non-senior females not in an economic family",,34300
"2016","2023 constant dollars","Atlantic provinces","Economic families and persons not in an economic family",,62400
"2016","2023 constant dollars","Atlantic provinces","Economic families",,83900
"2016","2023 constant dollars","Atlantic provinces","Senior families",,63900
"2016","2023 constant dollars","Atlantic provinces","Senior couples",,62500
"2016","2023 constant dollars","Atlantic provinces","Other senior families",,75800
"2016","2023 constant dollars","Atlantic provinces","Non-senior families",,92600
"2016","2023 constant dollars","Atlantic provinces","Couples",,87000
"2016","2023 constant dollars","Atlantic provinces","Couples with children",,110600
"2016","2023 constant dollars","Atlantic provinces","Couples with other relatives",,122200
"2016","2023 constant dollars","Atlantic provinces","Lone-parent families",,53300
"2016","2023 constant dollars","Atlantic provinces","Male lone-parent families",,56600
"2016","2023 constant dollars","Atlantic provinces","Female lone-parent families",,52100
"2016","2023 constant dollars","Atlantic provinces","Other non-senior families",,78700
"2016","2023 constant dollars","Atlantic provinces","Persons not in an economic family",,31500
"2016","2023 constant dollars","Atlantic provinces","Seniors not in an economic family",,30000
"2016","2023 constant dollars","Atlantic provinces","Senior males not in an economic family",,31200
"2016","2023 constant dollars","Atlantic provinces","Senior females not in an economic family",,29700
"2016","2023 constant dollars","Atlantic provinces","Non-seniors not in an economic family",,32700
"2016","2023 constant dollars","Atlantic provinces","Non-senior males not in an economic family",,33200
"2016","2023 constant dollars","Atlantic provinces","Non-senior females not in an economic family",,32300
"2016","2023 constant dollars","Newfoundland and Labrador","Economic families and persons not in an economic family",10,68800
"2016","2023 constant dollars","Newfoundland and Labrador","Economic families",10,88500
"2016","2023 constant dollars","Newfoundland and Labrador","Senior families",10,56100
"2016","2023 constant dollars","Newfoundland and Labrador","Senior couples",10,50400
"2016","2023 constant dollars","Newfoundland and Labrador","Other senior families",10,
"2016","2023 constant dollars","Newfoundland and Labrador","Non-senior families",10,99100
"2016","2023 constant dollars","Newfoundland and Labrador","Couples",10,94400
"2016","2023 constant dollars","Newfoundland and Labrador","Couples with children",10,116400
"2016","2023 constant dollars","Newfoundland and Labrador","Couples with other relatives",10,130200
"2016","2023 constant dollars","Newfoundland and Labrador","Lone-parent families",10,58200
"2016","2023 constant dollars","Newfoundland and Labrador","Male lone-parent families",10,
"2016","2023 constant dollars","Newfoundland and Labrador","Female lone-parent families",10,58200
"2016","2023 constant dollars","Newfoundland and Labrador","Other non-senior families",10,86100
"2016","2023 constant dollars","Newfoundland and Labrador","Persons not in an economic family",10,32300
"2016","2023 constant dollars","Newfoundland and Labrador","Seniors not in an economic family",10,29700
"2016","2023 constant dollars","Newfoundland and Labrador","Senior males not in an economic family",10,30600
"2016","2023 constant dollars","Newfoundland and Labrador","Senior females not in an economic family",10,28100
"2016","2023 constant dollars","Newfoundland and Labrador","Non-seniors not in an economic family",10,37300
"2016","2023 constant dollars","Newfoundland and Labrador","Non-senior males not in an economic family",10,41300
"2016","2023 constant dollars","Newfoundland and Labrador","Non-senior females not in an economic family",10,30100
"2016","2023 constant dollars","Prince Edward Island","Economic families and persons not in an economic family",11,61000
"2016","2023 constant dollars","Prince Edward Island","Economic families",11,81900
"2016","2023 constant dollars","Prince Edward Island","Senior families",11,68200
"2016","2023 constant dollars","Prince Edward Island","Senior couples",11,64800
"2016","2023 constant dollars","Prince Edward Island","Other senior families",11,94000
"2016","2023 constant dollars","Prince Edward Island","Non-senior families",11,86700
"2016","2023 constant dollars","Prince Edward Island","Couples",11,74400
"2016","2023 constant dollars","Prince Edward Island","Couples with children",11,106400
"2016","2023 constant dollars","Prince Edward Island","Couples with other relatives",11,108900
"2016","2023 constant dollars","Prince Edward Island","Lone-parent families",11,49400
"2016","2023 constant dollars","Prince Edward Island","Male lone-parent families",11,
"2016","2023 constant dollars","Prince Edward Island","Female lone-parent families",11,48700
"2016","2023 constant dollars","Prince Edward Island","Other non-senior families",11,77200
"2016","2023 constant dollars","Prince Edward Island","Persons not in an economic family",11,31200
"2016","2023 constant dollars","Prince Edward Island","Seniors not in an economic family",11,30800
"2016","2023 constant dollars","Prince Edward Island","Senior males not in an economic family",11,
"2016","2023 constant dollars","Prince Edward Island","Senior females not in an economic family",11,28600
"2016","2023 constant dollars","Prince Edward Island","Non-seniors not in an economic family",11,31400
"2016","2023 constant dollars","Prince Edward Island","Non-senior males not in an economic family",11,31400
"2016","2023 constant dollars","Prince Edward Island","Non-senior females not in an economic family",11,29300
"2016","2023 constant dollars","Nova Scotia","Economic families and persons not in an economic family",12,60800
"2016","2023 constant dollars","Nova Scotia","Economic families",12,84500
"2016","2023 constant dollars","Nova Scotia","Senior families",12,68500
"2016","2023 constant dollars","Nova Scotia","Senior couples",12,66300
"2016","2023 constant dollars","Nova Scotia","Other senior families",12,81700
"2016","2023 constant dollars","Nova Scotia","Non-senior families",12,92000
"2016","2023 constant dollars","Nova Scotia","Couples",12,86000
"2016","2023 constant dollars","Nova Scotia","Couples with children",12,113300
"2016","2023 constant dollars","Nova Scotia","Couples with other relatives",12,126800
