Year,Units,data.Geography,data.Fuel type,data.Demand characteristics,Value
2017,data.Terajoules,data.Newfoundland and Labrador,data.Gas plant natural gas liquids (NGL's),data.Total industrial,132
2018,data.Terajoules,data.Newfoundland and Labrador,data.Gas plant natural gas liquids (NGL's),data.Total industrial,113
2019,data.Terajoules,data.Newfoundland and Labrador,data.Gas plant natural gas liquids (NGL's),data.Total industrial,184
2015,data.Terajoules,data.Newfoundland and Labrador,data.Gas plant natural gas liquids (NGL's),data.Total transportation,15
2016,data.Terajoules,data.Newfoundland and Labrador,data.Gas plant natural gas liquids (NGL's),data.Total transportation,13
2017,data.Terajoules,data.Newfoundland and Labrador,data.Gas plant natural gas liquids (NGL's),data.Total transportation,15
2018,data.Terajoules,data.Newfoundland and Labrador,data.Gas plant natural gas liquids (NGL's),data.Total transportation,16
2019,data.Terajoules,data.Newfoundland and Labrador,data.Gas plant natural gas liquids (NGL's),data.Total transportation,14
2015,data.Terajoules,data.Newfoundland and Labrador,data.Gas plant natural gas liquids (NGL's),data.Agriculture,6
2016,data.Terajoules,data.Newfoundland and Labrador,data.Gas plant natural gas liquids (NGL's),data.Agriculture,6
2017,data.Terajoules,data.Newfoundland and Labrador,data.Gas plant natural gas liquids (NGL's),data.Agriculture,5
2018,data.Terajoules,data.Newfoundland and Labrador,data.Gas plant natural gas liquids (NGL's),data.Agriculture,0
2019,data.Terajoules,data.Newfoundland and Labrador,data.Gas plant natural gas liquids (NGL's),data.Agriculture,0
2015,data.Terajoules,data.Newfoundland and Labrador,data.Gas plant natural gas liquids (NGL's),data.Residential,429
2016,data.Terajoules,data.Newfoundland and Labrador,data.Gas plant natural gas liquids (NGL's),data.Residential,375
2017,data.Terajoules,data.Newfoundland and Labrador,data.Gas plant natural gas liquids (NGL's),data.Residential,390
2018,data.Terajoules,data.Newfoundland and Labrador,data.Gas plant natural gas liquids (NGL's),data.Residential,408
2019,data.Terajoules,data.Newfoundland and Labrador,data.Gas plant natural gas liquids (NGL's),data.Residential,372
2015,data.Terajoules,data.Newfoundland and Labrador,data.Gas plant natural gas liquids (NGL's),data.Public administration,
2016,data.Terajoules,data.Newfoundland and Labrador,data.Gas plant natural gas liquids (NGL's),data.Public administration,
2015,data.Terajoules,data.Newfoundland and Labrador,data.Gas plant natural gas liquids (NGL's),data.Commercial and other institutional,1151
2016,data.Terajoules,data.Newfoundland and Labrador,data.Gas plant natural gas liquids (NGL's),data.Commercial and other institutional,1003
2017,data.Terajoules,data.Newfoundland and Labrador,data.Gas plant natural gas liquids (NGL's),data.Commercial and other institutional,1051
2018,data.Terajoules,data.Newfoundland and Labrador,data.Gas plant natural gas liquids (NGL's),data.Commercial and other institutional,1099
2019,data.Terajoules,data.Newfoundland and Labrador,data.Gas plant natural gas liquids (NGL's),data.Commercial and other institutional,1002
2015,data.Terajoules,data.Newfoundland and Labrador,data.Hydroelectricity,data.Energy use - final demand,36640
2016,data.Terajoules,data.Newfoundland and Labrador,data.Hydroelectricity,data.Energy use - final demand,36243
2017,data.Terajoules,data.Newfoundland and Labrador,data.Hydroelectricity,data.Energy use - final demand,37651
2018,data.Terajoules,data.Newfoundland and Labrador,data.Hydroelectricity,data.Energy use - final demand,37648
2019,data.Terajoules,data.Newfoundland and Labrador,data.Hydroelectricity,data.Energy use - final demand,37693
2015,data.Terajoules,data.Newfoundland and Labrador,data.Hydroelectricity,data.Total industrial,11804
2016,data.Terajoules,data.Newfoundland and Labrador,data.Hydroelectricity,data.Total industrial,11756
2017,data.Terajoules,data.Newfoundland and Labrador,data.Hydroelectricity,data.Total industrial,12885
2018,data.Terajoules,data.Newfoundland and Labrador,data.Hydroelectricity,data.Total industrial,13059
2019,data.Terajoules,data.Newfoundland and Labrador,data.Hydroelectricity,data.Total industrial,13140
2015,data.Terajoules,data.Newfoundland and Labrador,data.Hydroelectricity,data.Total transportation,2
2016,data.Terajoules,data.Newfoundland and Labrador,data.Hydroelectricity,data.Total transportation,4
2017,data.Terajoules,data.Newfoundland and Labrador,data.Hydroelectricity,data.Total transportation,4
2018,data.Terajoules,data.Newfoundland and Labrador,data.Hydroelectricity,data.Total transportation,9
2019,data.Terajoules,data.Newfoundland and Labrador,data.Hydroelectricity,data.Total transportation,9
2015,data.Terajoules,data.Newfoundland and Labrador,data.Hydroelectricity,data.Agriculture,108
2016,data.Terajoules,data.Newfoundland and Labrador,data.Hydroelectricity,data.Agriculture,123
2017,data.Terajoules,data.Newfoundland and Labrador,data.Hydroelectricity,data.Agriculture,117
2018,data.Terajoules,data.Newfoundland and Labrador,data.Hydroelectricity,data.Agriculture,122
2019,data.Terajoules,data.Newfoundland and Labrador,data.Hydroelectricity,data.Agriculture,123
2015,data.Terajoules,data.Newfoundland and Labrador,data.Hydroelectricity,data.Residential,15714
2016,data.Terajoules,data.Newfoundland and Labrador,data.Hydroelectricity,data.Residential,15514
2017,data.Terajoules,data.Newfoundland and Labrador,data.Hydroelectricity,data.Residential,15418
2018,data.Terajoules,data.Newfoundland and Labrador,data.Hydroelectricity,data.Residential,15349
2019,data.Terajoules,data.Newfoundland and Labrador,data.Hydroelectricity,data.Residential,15272
2015,data.Terajoules,data.Newfoundland and Labrador,data.Hydroelectricity,data.Public administration,602
2016,data.Terajoules,data.Newfoundland and Labrador,data.Hydroelectricity,data.Public administration,600
2017,data.Terajoules,data.Newfoundland and Labrador,data.Hydroelectricity,data.Public administration,775
2018,data.Terajoules,data.Newfoundland and Labrador,data.Hydroelectricity,data.Public administration,819
2019,data.Terajoules,data.Newfoundland and Labrador,data.Hydroelectricity,data.Public administration,820
2015,data.Terajoules,data.Newfoundland and Labrador,data.Hydroelectricity,data.Commercial and other institutional,8410
2016,data.Terajoules,data.Newfoundland and Labrador,data.Hydroelectricity,data.Commercial and other institutional,8245
2017,data.Terajoules,data.Newfoundland and Labrador,data.Hydroelectricity,data.Commercial and other institutional,8452
2018,data.Terajoules,data.Newfoundland and Labrador,data.Hydroelectricity,data.Commercial and other institutional,8290
2019,data.Terajoules,data.Newfoundland and Labrador,data.Hydroelectricity,data.Commercial and other institutional,8329
2015,data.Terajoules,data.Newfoundland and Labrador,data.Coke,data.Energy use - final demand,
2016,data.Terajoules,data.Newfoundland and Labrador,data.Coke,data.Energy use - final demand,
2017,data.Terajoules,data.Newfoundland and Labrador,data.Coke,data.Energy use - final demand,
2018,data.Terajoules,data.Newfoundland and Labrador,data.Coke,data.Energy use - final demand,0
2019,data.Terajoules,data.Newfoundland and Labrador,data.Coke,data.Energy use - final demand,0
2015,data.Terajoules,data.Newfoundland and Labrador,data.Coke,data.Total industrial,
2016,data.Terajoules,data.Newfoundland and Labrador,data.Coke,data.Total industrial,
2017,data.Terajoules,data.Newfoundland and Labrador,data.Coke,data.Total industrial,
2018,data.Terajoules,data.Newfoundland and Labrador,data.Coke,data.Total industrial,0
2019,data.Terajoules,data.Newfoundland and Labrador,data.Coke,data.Total industrial,0
2015,data.Terajoules,data.Newfoundland and Labrador,data.Total refined petroleum products,data.Energy use - final demand,83673
2016,data.Terajoules,data.Newfoundland and Labrador,data.Total refined petroleum products,data.Energy use - final demand,88079
2017,data.Terajoules,data.Newfoundland and Labrador,data.Total refined petroleum products,data.Energy use - final demand,85857
2018,data.Terajoules,data.Newfoundland and Labrador,data.Total refined petroleum products,data.Energy use - final demand,84822
2019,data.Terajoules,data.Newfoundland and Labrador,data.Total refined petroleum products,data.Energy use - final demand,84192
2015,data.Terajoules,data.Newfoundland and Labrador,data.Total refined petroleum products,data.Total industrial,13672
2016,data.Terajoules,data.Newfoundland and Labrador,data.Total refined petroleum products,data.Total industrial,15563
2017,data.Terajoules,data.Newfoundland and Labrador,data.Total refined petroleum products,data.Total industrial,14500
2018,data.Terajoules,data.Newfoundland and Labrador,data.Total refined petroleum products,data.Total industrial,13640
2019,data.Terajoules,data.Newfoundland and Labrador,data.Total refined petroleum products,data.Total industrial,13842
2015,data.Terajoules,data.Newfoundland and Labrador,data.Total refined petroleum products,data.Total transportation,52459
2016,data.Terajoules,data.Newfoundland and Labrador,data.Total refined petroleum products,data.Total transportation,53205
2017,data.Terajoules,data.Newfoundland and Labrador,data.Total refined petroleum products,data.Total transportation,53727
2018,data.Terajoules,data.Newfoundland and Labrador,data.Total refined petroleum products,data.Total transportation,53253
2019,data.Terajoules,data.Newfoundland and Labrador,data.Total refined petroleum products,data.Total transportation,52360
2015,data.Terajoules,data.Newfoundland and Labrador,data.Total refined petroleum products,data.Agriculture,237
2016,data.Terajoules,data.Newfoundland and Labrador,data.Total refined petroleum products,data.Agriculture,239
2017,data.Terajoules,data.Newfoundland and Labrador,data.Total refined petroleum products,data.Agriculture,182
2018,data.Terajoules,data.Newfoundland and Labrador,data.Total refined petroleum products,data.Agriculture,176
2019,data.Terajoules,data.Newfoundland and Labrador,data.Total refined petroleum products,data.Agriculture,271
2015,data.Terajoules,data.Newfoundland and Labrador,data.Total refined petroleum products,data.Residential,3574
2016,data.Terajoules,data.Newfoundland and Labrador,data.Total refined petroleum products,data.Residential,4151
2017,data.Terajoules,data.Newfoundland and Labrador,data.Total refined petroleum products,data.Residential,5319
2018,data.Terajoules,data.Newfoundland and Labrador,data.Total refined petroleum products,data.Residential,5063
2019,data.Terajoules,data.Newfoundland and Labrador,data.Total refined petroleum products,data.Residential,4799
2015,data.Terajoules,data.Newfoundland and Labrador,data.Total refined petroleum products,data.Public administration,4187
2016,data.Terajoules,data.Newfoundland and Labrador,data.Total refined petroleum products,data.Public administration,3551
2017,data.Terajoules,data.Newfoundland and Labrador,data.Total refined petroleum products,data.Public administration,3374
2018,data.Terajoules,data.Newfoundland and Labrador,data.Total refined petroleum products,data.Public administration,2797
2019,data.Terajoules,data.Newfoundland and Labrador,data.Total refined petroleum products,data.Public administration,2584
2015,data.Terajoules,data.Newfoundland and Labrador,data.Total refined petroleum products,data.Commercial and other institutional,9544
2016,data.Terajoules,data.Newfoundland and Labrador,data.Total refined petroleum products,data.Commercial and other institutional,11371
2017,data.Terajoules,data.Newfoundland and Labrador,data.Total refined petroleum products,data.Commercial and other institutional,8755
2018,data.Terajoules,data.Newfoundland and Labrador,data.Total refined petroleum products,data.Commercial and other institutional,9893
2019,data.Terajoules,data.Newfoundland and Labrador,data.Total refined petroleum products,data.Commercial and other institutional,10337
2015,data.Terajoules,data.Prince Edward Island,data.Total primary and secondary energy,data.Energy use - final demand,23029
2016,data.Terajoules,data.Prince Edward Island,data.Total primary and secondary energy,data.Energy use - final demand,23586
2017,data.Terajoules,data.Prince Edward Island,data.Total primary and secondary energy,data.Energy use - final demand,23792
2018,data.Terajoules,data.Prince Edward Island,data.Total primary and secondary energy,data.Energy use - final demand,23418
2019,data.Terajoules,data.Prince Edward Island,data.Total primary and secondary energy,data.Energy use - final demand,24178
2015,data.Terajoules,data.Prince Edward Island,data.Total primary and secondary energy,data.Total industrial,2577
2016,data.Terajoules,data.Prince Edward Island,data.Total primary and secondary energy,data.Total industrial,2527
