Year,Units,Geography,Offences,Age,Sex,Value
2018/2019,Adult criminal courts,Canada,Crimes against the person,55 years and over,Total,164
2014/2015,Adult criminal courts,Canada,Crimes against the person,55 years and over,Males,161
2015/2016,Adult criminal courts,Canada,Crimes against the person,55 years and over,Males,166
2016/2017,Adult criminal courts,Canada,Crimes against the person,55 years and over,Males,172
2017/2018,Adult criminal courts,Canada,Crimes against the person,55 years and over,Males,174
2018/2019,Adult criminal courts,Canada,Crimes against the person,55 years and over,Males,168
2014/2015,Adult criminal courts,Canada,Crimes against the person,55 years and over,Females,139
2015/2016,Adult criminal courts,Canada,Crimes against the person,55 years and over,Females,128
2016/2017,Adult criminal courts,Canada,Crimes against the person,55 years and over,Females,135
2017/2018,Adult criminal courts,Canada,Crimes against the person,55 years and over,Females,134
2018/2019,Adult criminal courts,Canada,Crimes against the person,55 years and over,Females,142
2014/2015,Adult criminal courts,Canada,Crimes against the person,55 years and over,Sex unknown,184
2015/2016,Adult criminal courts,Canada,Crimes against the person,55 years and over,Sex unknown,204
2016/2017,Adult criminal courts,Canada,Crimes against the person,55 years and over,Sex unknown,207
2017/2018,Adult criminal courts,Canada,Crimes against the person,55 years and over,Sex unknown,196
2018/2019,Adult criminal courts,Canada,Crimes against the person,55 years and over,Sex unknown,169
2014/2015,Adult criminal courts,Canada,Crimes against property,Total,Total,106
2015/2016,Adult criminal courts,Canada,Crimes against property,Total,Total,112
2016/2017,Adult criminal courts,Canada,Crimes against property,Total,Total,122
2017/2018,Adult criminal courts,Canada,Crimes against property,Total,Total,125
2018/2019,Adult criminal courts,Canada,Crimes against property,Total,Total,129
2014/2015,Adult criminal courts,Canada,Crimes against property,Total,Males,106
2015/2016,Adult criminal courts,Canada,Crimes against property,Total,Males,110
2016/2017,Adult criminal courts,Canada,Crimes against property,Total,Males,122
2017/2018,Adult criminal courts,Canada,Crimes against property,Total,Males,123
2018/2019,Adult criminal courts,Canada,Crimes against property,Total,Males,129
2014/2015,Adult criminal courts,Canada,Crimes against property,Total,Females,99
2015/2016,Adult criminal courts,Canada,Crimes against property,Total,Females,106
2016/2017,Adult criminal courts,Canada,Crimes against property,Total,Females,118
2017/2018,Adult criminal courts,Canada,Crimes against property,Total,Females,122
2018/2019,Adult criminal courts,Canada,Crimes against property,Total,Females,127
2014/2015,Adult criminal courts,Canada,Crimes against property,Total,Company,88
2015/2016,Adult criminal courts,Canada,Crimes against property,Total,Company,103
2016/2017,Adult criminal courts,Canada,Crimes against property,Total,Company,192
2017/2018,Adult criminal courts,Canada,Crimes against property,Total,Company,226
2018/2019,Adult criminal courts,Canada,Crimes against property,Total,Company,351
2014/2015,Adult criminal courts,Canada,Crimes against property,Total,Sex unknown,160
2015/2016,Adult criminal courts,Canada,Crimes against property,Total,Sex unknown,157
2016/2017,Adult criminal courts,Canada,Crimes against property,Total,Sex unknown,171
2017/2018,Adult criminal courts,Canada,Crimes against property,Total,Sex unknown,167
2018/2019,Adult criminal courts,Canada,Crimes against property,Total,Sex unknown,155
2014/2015,Adult criminal courts,Canada,Crimes against property,18 to 24 years,Total,116
2015/2016,Adult criminal courts,Canada,Crimes against property,18 to 24 years,Total,121
2016/2017,Adult criminal courts,Canada,Crimes against property,18 to 24 years,Total,134
2017/2018,Adult criminal courts,Canada,Crimes against property,18 to 24 years,Total,137
2018/2019,Adult criminal courts,Canada,Crimes against property,18 to 24 years,Total,143
2014/2015,Adult criminal courts,Canada,Crimes against property,18 to 24 years,Males,117
2015/2016,Adult criminal courts,Canada,Crimes against property,18 to 24 years,Males,123
2016/2017,Adult criminal courts,Canada,Crimes against property,18 to 24 years,Males,135
2017/2018,Adult criminal courts,Canada,Crimes against property,18 to 24 years,Males,138
2018/2019,Adult criminal courts,Canada,Crimes against property,18 to 24 years,Males,145
2014/2015,Adult criminal courts,Canada,Crimes against property,18 to 24 years,Females,101
2015/2016,Adult criminal courts,Canada,Crimes against property,18 to 24 years,Females,107
2016/2017,Adult criminal courts,Canada,Crimes against property,18 to 24 years,Females,120
2017/2018,Adult criminal courts,Canada,Crimes against property,18 to 24 years,Females,127
2018/2019,Adult criminal courts,Canada,Crimes against property,18 to 24 years,Females,131
2014/2015,Adult criminal courts,Canada,Crimes against property,18 to 24 years,Sex unknown,170
2015/2016,Adult criminal courts,Canada,Crimes against property,18 to 24 years,Sex unknown,155
2016/2017,Adult criminal courts,Canada,Crimes against property,18 to 24 years,Sex unknown,177
2017/2018,Adult criminal courts,Canada,Crimes against property,18 to 24 years,Sex unknown,183
2018/2019,Adult criminal courts,Canada,Crimes against property,18 to 24 years,Sex unknown,171
2014/2015,Adult criminal courts,Canada,Crimes against property,25 to 34 years,Total,106
2015/2016,Adult criminal courts,Canada,Crimes against property,25 to 34 years,Total,113
2016/2017,Adult criminal courts,Canada,Crimes against property,25 to 34 years,Total,123
2017/2018,Adult criminal courts,Canada,Crimes against property,25 to 34 years,Total,124
2018/2019,Adult criminal courts,Canada,Crimes against property,25 to 34 years,Total,133
2014/2015,Adult criminal courts,Canada,Crimes against property,25 to 34 years,Males,106
2015/2016,Adult criminal courts,Canada,Crimes against property,25 to 34 years,Males,108
2016/2017,Adult criminal courts,Canada,Crimes against property,25 to 34 years,Males,120
2017/2018,Adult criminal courts,Canada,Crimes against property,25 to 34 years,Males,120
2018/2019,Adult criminal courts,Canada,Crimes against property,25 to 34 years,Males,131
2014/2015,Adult criminal courts,Canada,Crimes against property,25 to 34 years,Females,106
2015/2016,Adult criminal courts,Canada,Crimes against property,25 to 34 years,Females,113
2016/2017,Adult criminal courts,Canada,Crimes against property,25 to 34 years,Females,125
2017/2018,Adult criminal courts,Canada,Crimes against property,25 to 34 years,Females,127
2018/2019,Adult criminal courts,Canada,Crimes against property,25 to 34 years,Females,134
2014/2015,Adult criminal courts,Canada,Crimes against property,25 to 34 years,Sex unknown,146
2015/2016,Adult criminal courts,Canada,Crimes against property,25 to 34 years,Sex unknown,167
2016/2017,Adult criminal courts,Canada,Crimes against property,25 to 34 years,Sex unknown,169
2017/2018,Adult criminal courts,Canada,Crimes against property,25 to 34 years,Sex unknown,168
2018/2019,Adult criminal courts,Canada,Crimes against property,25 to 34 years,Sex unknown,150
2014/2015,Adult criminal courts,Canada,Crimes against property,35 to 44 years,Total,106
2015/2016,Adult criminal courts,Canada,Crimes against property,35 to 44 years,Total,112
2016/2017,Adult criminal courts,Canada,Crimes against property,35 to 44 years,Total,123
2017/2018,Adult criminal courts,Canada,Crimes against property,35 to 44 years,Total,125
2018/2019,Adult criminal courts,Canada,Crimes against property,35 to 44 years,Total,127
2014/2015,Adult criminal courts,Canada,Crimes against property,35 to 44 years,Males,104
2015/2016,Adult criminal courts,Canada,Crimes against property,35 to 44 years,Males,108
2016/2017,Adult criminal courts,Canada,Crimes against property,35 to 44 years,Males,121
2017/2018,Adult criminal courts,Canada,Crimes against property,35 to 44 years,Males,120
2018/2019,Adult criminal courts,Canada,Crimes against property,35 to 44 years,Males,124
2014/2015,Adult criminal courts,Canada,Crimes against property,35 to 44 years,Females,99
2015/2016,Adult criminal courts,Canada,Crimes against property,35 to 44 years,Females,112
2016/2017,Adult criminal courts,Canada,Crimes against property,35 to 44 years,Females,120
2017/2018,Adult criminal courts,Canada,Crimes against property,35 to 44 years,Females,127
2018/2019,Adult criminal courts,Canada,Crimes against property,35 to 44 years,Females,129
2014/2015,Adult criminal courts,Canada,Crimes against property,35 to 44 years,Sex unknown,164
2015/2016,Adult criminal courts,Canada,Crimes against property,35 to 44 years,Sex unknown,160
2016/2017,Adult criminal courts,Canada,Crimes against property,35 to 44 years,Sex unknown,181
2017/2018,Adult criminal courts,Canada,Crimes against property,35 to 44 years,Sex unknown,171
2018/2019,Adult criminal courts,Canada,Crimes against property,35 to 44 years,Sex unknown,151
2014/2015,Adult criminal courts,Canada,Crimes against property,45 to 54 years,Total,98
2015/2016,Adult criminal courts,Canada,Crimes against property,45 to 54 years,Total,105
2016/2017,Adult criminal courts,Canada,Crimes against property,45 to 54 years,Total,114
2017/2018,Adult criminal courts,Canada,Crimes against property,45 to 54 years,Total,121
2018/2019,Adult criminal courts,Canada,Crimes against property,45 to 54 years,Total,125
2014/2015,Adult criminal courts,Canada,Crimes against property,45 to 54 years,Males,98
2015/2016,Adult criminal courts,Canada,Crimes against property,45 to 54 years,Males,102
2016/2017,Adult criminal courts,Canada,Crimes against property,45 to 54 years,Males,114
2017/2018,Adult criminal courts,Canada,Crimes against property,45 to 54 years,Males,121
2018/2019,Adult criminal courts,Canada,Crimes against property,45 to 54 years,Males,123
2014/2015,Adult criminal courts,Canada,Crimes against property,45 to 54 years,Females,92
2015/2016,Adult criminal courts,Canada,Crimes against property,45 to 54 years,Females,99
2016/2017,Adult criminal courts,Canada,Crimes against property,45 to 54 years,Females,110
2017/2018,Adult criminal courts,Canada,Crimes against property,45 to 54 years,Females,120
2018/2019,Adult criminal courts,Canada,Crimes against property,45 to 54 years,Females,123
2014/2015,Adult criminal courts,Canada,Crimes against property,45 to 54 years,Sex unknown,141
2015/2016,Adult criminal courts,Canada,Crimes against property,45 to 54 years,Sex unknown,152
2016/2017,Adult criminal courts,Canada,Crimes against property,45 to 54 years,Sex unknown,155
2017/2018,Adult criminal courts,Canada,Crimes against property,45 to 54 years,Sex unknown,145
2018/2019,Adult criminal courts,Canada,Crimes against property,45 to 54 years,Sex unknown,164
2014/2015,Adult criminal courts,Canada,Crimes against property,55 years and over,Total,72
2015/2016,Adult criminal courts,Canada,Crimes against property,55 years and over,Total,78
2016/2017,Adult criminal courts,Canada,Crimes against property,55 years and over,Total,91
2017/2018,Adult criminal courts,Canada,Crimes against property,55 years and over,Total,93
2018/2019,Adult criminal courts,Canada,Crimes against property,55 years and over,Total,99
2014/2015,Adult criminal courts,Canada,Crimes against property,55 years and over,Males,75
2015/2016,Adult criminal courts,Canada,Crimes against property,55 years and over,Males,79
2016/2017,Adult criminal courts,Canada,Crimes against property,55 years and over,Males,93
2017/2018,Adult criminal courts,Canada,Crimes against property,55 years and over,Males,99
2018/2019,Adult criminal courts,Canada,Crimes against property,55 years and over,Males,101
2014/2015,Adult criminal courts,Canada,Crimes against property,55 years and over,Females,64
2015/2016,Adult criminal courts,Canada,Crimes against property,55 years and over,Females,64
2016/2017,Adult criminal courts,Canada,Crimes against property,55 years and over,Females,73
2017/2018,Adult criminal courts,Canada,Crimes against property,55 years and over,Females,78
2018/2019,Adult criminal courts,Canada,Crimes against property,55 years and over,Females,85
2014/2015,Adult criminal courts,Canada,Crimes against property,55 years and over,Sex unknown,137
2015/2016,Adult criminal courts,Canada,Crimes against property,55 years and over,Sex unknown,157
2016/2017,Adult criminal courts,Canada,Crimes against property,55 years and over,Sex unknown,166
2017/2018,Adult criminal courts,Canada,Crimes against property,55 years and over,Sex unknown,110
2018/2019,Adult criminal courts,Canada,Crimes against property,55 years and over,Sex unknown,127
2014/2015,Adult criminal courts,Canada,Administration of justice,Total,Total,75
2015/2016,Adult criminal courts,Canada,Administration of justice,Total,Total,79
2016/2017,Adult criminal courts,Canada,Administration of justice,Total,Total,86
2017/2018,Adult criminal courts,Canada,Administration of justice,Total,Total,84
2018/2019,Adult criminal courts,Canada,Administration of justice,Total,Total,86
2014/2015,Adult criminal courts,Canada,Administration of justice,Total,Males,70
2015/2016,Adult criminal courts,Canada,Administration of justice,Total,Males,75
2016/2017,Adult criminal courts,Canada,Administration of justice,Total,Males,83
2017/2018,Adult criminal courts,Canada,Administration of justice,Total,Males,81
2018/2019,Adult criminal courts,Canada,Administration of justice,Total,Males,84
2014/2015,Adult criminal courts,Canada,Administration of justice,Total,Females,80
2015/2016,Adult criminal courts,Canada,Administration of justice,Total,Females,87
2016/2017,Adult criminal courts,Canada,Administration of justice,Total,Females,92
2017/2018,Adult criminal courts,Canada,Administration of justice,Total,Females,90
2018/2019,Adult criminal courts,Canada,Administration of justice,Total,Females,98
2014/2015,Adult criminal courts,Canada,Administration of justice,Total,Company,4
2015/2016,Adult criminal courts,Canada,Administration of justice,Total,Company,14
2016/2017,Adult criminal courts,Canada,Administration of justice,Total,Company,53
2017/2018,Adult criminal courts,Canada,Administration of justice,Total,Company,49
2018/2019,Adult criminal courts,Canada,Administration of justice,Total,Company,78
2014/2015,Adult criminal courts,Canada,Administration of justice,Total,Sex unknown,103
