Year,Géographie,data.Economic family type,Value
2013,Terre-Neuve-et-Labrador,data.Male lone-parent families,
2014,Terre-Neuve-et-Labrador,data.Male lone-parent families,
2015,Terre-Neuve-et-Labrador,data.Male lone-parent families,
2016,Terre-Neuve-et-Labrador,data.Male lone-parent families,
2017,Terre-Neuve-et-Labrador,data.Male lone-parent families,
2018,Terre-Neuve-et-Labrador,data.Male lone-parent families,
2019,Terre-Neuve-et-Labrador,data.Male lone-parent families,
2010,Terre-Neuve-et-Labrador,data.Female lone-parent families,39500.0
2011,Terre-Neuve-et-Labrador,data.Female lone-parent families,36300.0
2012,Terre-Neuve-et-Labrador,data.Female lone-parent families,33200.0
2013,Terre-Neuve-et-Labrador,data.Female lone-parent families,40000.0
2014,Terre-Neuve-et-Labrador,data.Female lone-parent families,37300.0
2015,Terre-Neuve-et-Labrador,data.Female lone-parent families,31400.0
2016,Terre-Neuve-et-Labrador,data.Female lone-parent families,50300.0
2017,Terre-Neuve-et-Labrador,data.Female lone-parent families,39500.0
2018,Terre-Neuve-et-Labrador,data.Female lone-parent families,47500.0
2019,Terre-Neuve-et-Labrador,data.Female lone-parent families,35700.0
2010,Terre-Neuve-et-Labrador,data.Other non-elderly families,65200.0
2011,Terre-Neuve-et-Labrador,data.Other non-elderly families,57800.0
2012,Terre-Neuve-et-Labrador,data.Other non-elderly families,73800.0
2013,Terre-Neuve-et-Labrador,data.Other non-elderly families,78300.0
2014,Terre-Neuve-et-Labrador,data.Other non-elderly families,77500.0
2015,Terre-Neuve-et-Labrador,data.Other non-elderly families,73500.0
2016,Terre-Neuve-et-Labrador,data.Other non-elderly families,74500.0
2017,Terre-Neuve-et-Labrador,data.Other non-elderly families,66100.0
2018,Terre-Neuve-et-Labrador,data.Other non-elderly families,68800.0
2019,Terre-Neuve-et-Labrador,data.Other non-elderly families,58700.0
2010,Terre-Neuve-et-Labrador,Personnes hors famille économique,22300.0
2011,Terre-Neuve-et-Labrador,Personnes hors famille économique,25300.0
2012,Terre-Neuve-et-Labrador,Personnes hors famille économique,24400.0
2013,Terre-Neuve-et-Labrador,Personnes hors famille économique,30900.0
2014,Terre-Neuve-et-Labrador,Personnes hors famille économique,27200.0
2015,Terre-Neuve-et-Labrador,Personnes hors famille économique,24500.0
2016,Terre-Neuve-et-Labrador,Personnes hors famille économique,27900.0
2017,Terre-Neuve-et-Labrador,Personnes hors famille économique,25200.0
2018,Terre-Neuve-et-Labrador,Personnes hors famille économique,26800.0
2019,Terre-Neuve-et-Labrador,Personnes hors famille économique,30400.0
2010,Terre-Neuve-et-Labrador,Personnes âgées hors famille économique,21900.0
2011,Terre-Neuve-et-Labrador,Personnes âgées hors famille économique,22900.0
2012,Terre-Neuve-et-Labrador,Personnes âgées hors famille économique,22200.0
2013,Terre-Neuve-et-Labrador,Personnes âgées hors famille économique,24300.0
2014,Terre-Neuve-et-Labrador,Personnes âgées hors famille économique,22900.0
2015,Terre-Neuve-et-Labrador,Personnes âgées hors famille économique,23600.0
2016,Terre-Neuve-et-Labrador,Personnes âgées hors famille économique,25700.0
2017,Terre-Neuve-et-Labrador,Personnes âgées hors famille économique,25500.0
2018,Terre-Neuve-et-Labrador,Personnes âgées hors famille économique,24100.0
2019,Terre-Neuve-et-Labrador,Personnes âgées hors famille économique,25800.0
2010,Terre-Neuve-et-Labrador,data.Elderly males not in an economic family,
2011,Terre-Neuve-et-Labrador,data.Elderly males not in an economic family,22900.0
2012,Terre-Neuve-et-Labrador,data.Elderly males not in an economic family,22000.0
2013,Terre-Neuve-et-Labrador,data.Elderly males not in an economic family,
2014,Terre-Neuve-et-Labrador,data.Elderly males not in an economic family,
2015,Terre-Neuve-et-Labrador,data.Elderly males not in an economic family,27500.0
2016,Terre-Neuve-et-Labrador,data.Elderly males not in an economic family,26500.0
2017,Terre-Neuve-et-Labrador,data.Elderly males not in an economic family,26200.0
2018,Terre-Neuve-et-Labrador,data.Elderly males not in an economic family,26000.0
2019,Terre-Neuve-et-Labrador,data.Elderly males not in an economic family,25900.0
2010,Terre-Neuve-et-Labrador,data.Elderly females not in an economic family,21900.0
2011,Terre-Neuve-et-Labrador,data.Elderly females not in an economic family,22700.0
2012,Terre-Neuve-et-Labrador,data.Elderly females not in an economic family,22500.0
2013,Terre-Neuve-et-Labrador,data.Elderly females not in an economic family,24300.0
2014,Terre-Neuve-et-Labrador,data.Elderly females not in an economic family,21800.0
2015,Terre-Neuve-et-Labrador,data.Elderly females not in an economic family,22200.0
2016,Terre-Neuve-et-Labrador,data.Elderly females not in an economic family,24300.0
2017,Terre-Neuve-et-Labrador,data.Elderly females not in an economic family,25100.0
2018,Terre-Neuve-et-Labrador,data.Elderly females not in an economic family,23500.0
2019,Terre-Neuve-et-Labrador,data.Elderly females not in an economic family,25700.0
2010,Terre-Neuve-et-Labrador,Personnes non âgées hors famille économique,22500.0
2011,Terre-Neuve-et-Labrador,Personnes non âgées hors famille économique,28800.0
2012,Terre-Neuve-et-Labrador,Personnes non âgées hors famille économique,28900.0
2013,Terre-Neuve-et-Labrador,Personnes non âgées hors famille économique,36100.0
2014,Terre-Neuve-et-Labrador,Personnes non âgées hors famille économique,30700.0
2015,Terre-Neuve-et-Labrador,Personnes non âgées hors famille économique,25300.0
2016,Terre-Neuve-et-Labrador,Personnes non âgées hors famille économique,31800.0
2017,Terre-Neuve-et-Labrador,Personnes non âgées hors famille économique,25000.0
2018,Terre-Neuve-et-Labrador,Personnes non âgées hors famille économique,29400.0
2019,Terre-Neuve-et-Labrador,Personnes non âgées hors famille économique,34200.0
2010,Terre-Neuve-et-Labrador,Hommes non âgés hors famille économique,27400.0
2011,Terre-Neuve-et-Labrador,Hommes non âgés hors famille économique,28800.0
2012,Terre-Neuve-et-Labrador,Hommes non âgés hors famille économique,28200.0
2013,Terre-Neuve-et-Labrador,Hommes non âgés hors famille économique,36900.0
2014,Terre-Neuve-et-Labrador,Hommes non âgés hors famille économique,34300.0
2015,Terre-Neuve-et-Labrador,Hommes non âgés hors famille économique,27900.0
2016,Terre-Neuve-et-Labrador,Hommes non âgés hors famille économique,35600.0
2017,Terre-Neuve-et-Labrador,Hommes non âgés hors famille économique,27600.0
2018,Terre-Neuve-et-Labrador,Hommes non âgés hors famille économique,32100.0
2019,Terre-Neuve-et-Labrador,Hommes non âgés hors famille économique,36700.0
2010,Terre-Neuve-et-Labrador,Femmes non âgées hors famille économique,21800.0
2011,Terre-Neuve-et-Labrador,Femmes non âgées hors famille économique,27500.0
2012,Terre-Neuve-et-Labrador,Femmes non âgées hors famille économique,31100.0
2013,Terre-Neuve-et-Labrador,Femmes non âgées hors famille économique,34400.0
2014,Terre-Neuve-et-Labrador,Femmes non âgées hors famille économique,26200.0
2015,Terre-Neuve-et-Labrador,Femmes non âgées hors famille économique,22600.0
2016,Terre-Neuve-et-Labrador,Femmes non âgées hors famille économique,26000.0
2017,Terre-Neuve-et-Labrador,Femmes non âgées hors famille économique,18900.0
2018,Terre-Neuve-et-Labrador,Femmes non âgées hors famille économique,27600.0
2019,Terre-Neuve-et-Labrador,Femmes non âgées hors famille économique,31700.0
2010,Île-du-Prince-Édouard,data.Economic families and persons not in an economic family,52400.0
2011,Île-du-Prince-Édouard,data.Economic families and persons not in an economic family,51800.0
2012,Île-du-Prince-Édouard,data.Economic families and persons not in an economic family,53600.0
2013,Île-du-Prince-Édouard,data.Economic families and persons not in an economic family,54000.0
2014,Île-du-Prince-Édouard,data.Economic families and persons not in an economic family,54700.0
2015,Île-du-Prince-Édouard,data.Economic families and persons not in an economic family,56000.0
2016,Île-du-Prince-Édouard,data.Economic families and persons not in an economic family,54600.0
2017,Île-du-Prince-Édouard,data.Economic families and persons not in an economic family,55700.0
2018,Île-du-Prince-Édouard,data.Economic families and persons not in an economic family,58200.0
2019,Île-du-Prince-Édouard,data.Economic families and persons not in an economic family,60300.0
2010,Île-du-Prince-Édouard,data.Economic families,66300.0
2011,Île-du-Prince-Édouard,data.Economic families,68000.0
2012,Île-du-Prince-Édouard,data.Economic families,67400.0
2013,Île-du-Prince-Édouard,data.Economic families,71800.0
2014,Île-du-Prince-Édouard,data.Economic families,71200.0
2015,Île-du-Prince-Édouard,data.Economic families,72300.0
2016,Île-du-Prince-Édouard,data.Economic families,74400.0
2017,Île-du-Prince-Édouard,data.Economic families,74900.0
2018,Île-du-Prince-Édouard,data.Economic families,74400.0
2019,Île-du-Prince-Édouard,data.Economic families,79000.0
2010,Île-du-Prince-Édouard,data.Elderly families,52300.0
2011,Île-du-Prince-Édouard,data.Elderly families,50200.0
2012,Île-du-Prince-Édouard,data.Elderly families,47400.0
2013,Île-du-Prince-Édouard,data.Elderly families,53700.0
2014,Île-du-Prince-Édouard,data.Elderly families,55200.0
2015,Île-du-Prince-Édouard,data.Elderly families,57700.0
2016,Île-du-Prince-Édouard,data.Elderly families,60500.0
2017,Île-du-Prince-Édouard,data.Elderly families,63600.0
2018,Île-du-Prince-Édouard,data.Elderly families,62100.0
2019,Île-du-Prince-Édouard,data.Elderly families,58200.0
2010,Île-du-Prince-Édouard,data.Elderly couples,50900.0
2011,Île-du-Prince-Édouard,data.Elderly couples,48600.0
2012,Île-du-Prince-Édouard,data.Elderly couples,47900.0
2013,Île-du-Prince-Édouard,data.Elderly couples,53000.0
2014,Île-du-Prince-Édouard,data.Elderly couples,53000.0
2015,Île-du-Prince-Édouard,data.Elderly couples,57100.0
2016,Île-du-Prince-Édouard,data.Elderly couples,56100.0
2017,Île-du-Prince-Édouard,data.Elderly couples,59800.0
2018,Île-du-Prince-Édouard,data.Elderly couples,60800.0
2019,Île-du-Prince-Édouard,data.Elderly couples,57200.0
2010,Île-du-Prince-Édouard,data.Other elderly families,
2011,Île-du-Prince-Édouard,data.Other elderly families,
2012,Île-du-Prince-Édouard,data.Other elderly families,
2013,Île-du-Prince-Édouard,data.Other elderly families,68400.0
2014,Île-du-Prince-Édouard,data.Other elderly families,
2015,Île-du-Prince-Édouard,data.Other elderly families,61800.0
2016,Île-du-Prince-Édouard,data.Other elderly families,86000.0
2017,Île-du-Prince-Édouard,data.Other elderly families,
2018,Île-du-Prince-Édouard,data.Other elderly families,66500.0
2019,Île-du-Prince-Édouard,data.Other elderly families,78200.0
2010,Île-du-Prince-Édouard,data.Non-elderly families,68600.0
2011,Île-du-Prince-Édouard,data.Non-elderly families,75100.0
2012,Île-du-Prince-Édouard,data.Non-elderly families,72400.0
2013,Île-du-Prince-Édouard,data.Non-elderly families,76400.0
2014,Île-du-Prince-Édouard,data.Non-elderly families,74600.0
2015,Île-du-Prince-Édouard,data.Non-elderly families,78800.0
2016,Île-du-Prince-Édouard,data.Non-elderly families,78600.0
2017,Île-du-Prince-Édouard,data.Non-elderly families,80400.0
2018,Île-du-Prince-Édouard,data.Non-elderly families,80300.0
2019,Île-du-Prince-Édouard,data.Non-elderly families,84500.0
2010,Île-du-Prince-Édouard,data.Couples,65800.0
2011,Île-du-Prince-Édouard,data.Couples,62800.0
2012,Île-du-Prince-Édouard,data.Couples,66900.0
2013,Île-du-Prince-Édouard,data.Couples,71000.0
2014,Île-du-Prince-Édouard,data.Couples,67800.0
2015,Île-du-Prince-Édouard,data.Couples,67500.0
2016,Île-du-Prince-Édouard,data.Couples,65800.0
2017,Île-du-Prince-Édouard,data.Couples,66700.0
2018,Île-du-Prince-Édouard,data.Couples,71600.0
2019,Île-du-Prince-Édouard,data.Couples,79300.0
2010,Île-du-Prince-Édouard,data.Couples with children,76600.0
2011,Île-du-Prince-Édouard,data.Couples with children,84800.0
2012,Île-du-Prince-Édouard,data.Couples with children,88400.0
2013,Île-du-Prince-Édouard,data.Couples with children,83100.0
2014,Île-du-Prince-Édouard,data.Couples with children,92400.0
2015,Île-du-Prince-Édouard,data.Couples with children,92100.0
2016,Île-du-Prince-Édouard,data.Couples with children,93200.0
2017,Île-du-Prince-Édouard,data.Couples with children,89100.0
2018,Île-du-Prince-Édouard,data.Couples with children,88300.0
2019,Île-du-Prince-Édouard,data.Couples with children,93800.0
2010,Île-du-Prince-Édouard,data.Couples with other relatives,99300.0
2011,Île-du-Prince-Édouard,data.Couples with other relatives,111800.0
2012,Île-du-Prince-Édouard,data.Couples with other relatives,96200.0
2013,Île-du-Prince-Édouard,data.Couples with other relatives,124700.0
2014,Île-du-Prince-Édouard,data.Couples with other relatives,102100.0
2015,Île-du-Prince-Édouard,data.Couples with other relatives,107100.0
2016,Île-du-Prince-Édouard,data.Couples with other relatives,94300.0
2017,Île-du-Prince-Édouard,data.Couples with other relatives,127500.0
2018,Île-du-Prince-Édouard,data.Couples with other relatives,129600.0
2019,Île-du-Prince-Édouard,data.Couples with other relatives,120300.0
2010,Île-du-Prince-Édouard,data.Lone-parent families,34300.0
2011,Île-du-Prince-Édouard,data.Lone-parent families,37000.0
2012,Île-du-Prince-Édouard,data.Lone-parent families,41900.0
2013,Île-du-Prince-Édouard,data.Lone-parent families,42300.0
2014,Île-du-Prince-Édouard,data.Lone-parent families,49100.0
2015,Île-du-Prince-Édouard,data.Lone-parent families,42400.0
2016,Île-du-Prince-Édouard,data.Lone-parent families,45100.0
2017,Île-du-Prince-Édouard,data.Lone-parent families,51600.0
2018,Île-du-Prince-Édouard,data.Lone-parent families,61300.0
2019,Île-du-Prince-Édouard,data.Lone-parent families,53400.0
